126395011	21347	130939851	167339976|100931559|163325593|114862738|218489476|111540714|166561900|109469828|200513557|213281696|200468110|154568457|144577942|95737456|197521514|214270756|217485670|129533603|212788225|62012915|206685474|98337970|203810557|55317804|205042508|195125477|55656589|149026923|93545750|53514447|157955281|89637863|161102921|116909193|61452880|143473392|93313185|189863660|65588957|66688921|205466632|123842980|144960582|162551501|103207557|186760654|156533003|99250488|132245547|88575857|94128272|94966146|117379842|81791193|108845892|183236890|129570524|199424610|150965864|144117567|116255680|215298819|189056124|212845597|208632959|195568979|91773480|132762197|186840873|209805755|89003576|135567672|193542408|148371901|209485046|194080913|68714886|53067807|67733570|174847175|122752108|133722253|126081835|630393|133242682|127187367|134195223|67452302|132414212|165390979|116690861|126257033|131668994|106145869|21867630|70100467|77930845|127955740|118002804
145707089	35328	146206098	69607|101872375|118088161|153323073|207684209|75280491|213578949|21850712|179348954|149031713|97136071|120508797|189158179|149347701|146444731|65805342|28100175|43957089|74113720|56503638|44876218|153658218|217100612|75162733|166626095|155993623|188102775|177068397|177842346|127994121|212942950|211070570|138706228|206140243|154437185|124553726|55884728|154308473|32557536|175905916|81854130|120768351|213250798|61706887|81099296|156114573|114208913|171662789|44147817|162232677|116789106|180392427|155607414|176850528|216837828|89616811|106237538|96620716|140171417|140664308|116572849|118990939|75607301|91758043|103291814|160794924|41446807|89978942|130301208|134097702|118644917|203528272|178342769|212329576|179257597|155157465|162844608|190838679|123789631|155725580|121754947|118094535|184310661|160066184|180402911|206057632|116169647|171796186|109119650|185119459|71262317|161137352|156526552|169749840|149171882|36801605|162166846|163587373|153600041
59356131	228	49937313	145408331|193577645|160514915|66181900|169191340|75016279|128893997|220541302|180308398|122435440|135936975|158829337|126962812|159015128|195207514|195255164|109207335|128525235|190300999|129592056|214216339|75834122|49149263|156567607|129787287|214132877|93851783|104806942|89433926|79118427|122718782|128223099|132557407|122732171|188009672|79142859|88294504|154433105|120947567|210917106|117607898|203620766|201660474|99237068|118050282|213305198|79914857|179048811|29601351|86850388|103061267|101715268|117493253|143886336|21584580|154448102|135369568|203651623|131493764|149562564|151226457|17709143|28937620|141601756|77339158|213682547|118148184|201262608|152975837|170002606|105499977|82457469|213625322|126393418|220363749|153241222|126872293|141782488|127057245|93262687|182017242|118703007|159700688|134217798|178809833|149365448|195299895|89445887|203853000|157524077|173479982|28486803|111670097|94987387|139111702|98533039|9082945|68741053|200924812
146587194	21517	193561853	49504665|131899489|117593774|205263159|172631970|193540769|109344247|18331767|15363991|122461686|149123175|71290105|114571939|155173922|193490368|32353755|118196247|7595732|88879387|169169389|121590818|130262169|117628379|183316767|76955814|160114255|105585048|174665238|96874000|184241675|162026468|99813208|140466253|76422614|146864647|198479754|201504440|119830994|92840671|138799588|186172068|116729827|135102354|210845117|107327823|113777978|214417446|125446564|32574806|145356890|195177589|185980296|199240952|61546750|188159939|116748768|22957382|116640256|215313559|112569357|184515251|207650679|200344957|142497401|93388735|192007348|116403024|124649569|21585074|199665411|199003954|206669503|151370126|77032328|168484673|208637838|189969262|186596816|125511342|176892695|176697641|159541664|129681123|57261112|99086671|105403713|177591183|166498035|124737343|28673405|145944906|182647761|21708305|28587733|184143439|159861738|142817813|135851901|192298242
120577042	53077	30164809	182898292|129509653|153958586|105651452|168182731|191819281|114258500|69093188|192406901|117434646|4316887|52893191|108688914|139425877|107664872|67533407|98182234|187966902|145242028|97822263|98326760|103933423|184901809|102676579|103518758|102163816|29397118|146409696|68098970|41088565|154518515|107413083|190691977|168990524|195266707|161111168|157683304|67658105|94418925|55897930|83955442|69967913|207924807|107641111|191625374|4818636|82632243|193404555|158765053|154519397|209566118|100719122|69437651|95681453|190976759|184502664|86945908|40028582|91806613|133542691|165987711|202782785|79138800|118589791|127326634|175874532|188568054|118335433|208733955|184694170|185926189|24005679|52126665|61097540|166094103|144161426|207637190|98279797|187403564|101628026|152985506|180334775|105410145|162945748|72450283|172235013|128738602|89059887|18843045|213428801|111106796|135775437|114442113|104443598|47266987|180156925|218373273|177187503|154142495
87562496	1162	89242365	195729066|213513399|61004688|156537287|66615412|138153955|175589463|183269690|173611278|126458748|182663139|40170985|101156598|215971637|183833197|213360551|215156129|146617502|116998365|159836196|24156255|90784282|111989218|200966915|106507514|139852687|145631907|152237621|117966103|196337980|14616365|146911043|214402618|27307343|181705748|133886105|127511807|201921669|62983717|149036792|62418847|119230544|161387687|120071121|33731821|196952692|202033150|65379587|198351256|179024302|220485126|218095882|182469989|180683967|179683669|100918020|145310492|188903653|203517498|107750261|80770929|211592278|181928002|116989236|67070761|218752833|161315005|154861258|126472524|95998260|188568054|48304856|148353852|158870065|137253597|145871302|176559293|110220467|165497088|207202875|204087394|128101401|77906778|142396078|69139972|193625385|207131066|202522722|125586189|136722251|87370979|208344224|150301023|9571212|36777329|40237472|102013561|15672501|112778215
204903876	9020	199691949	138283533|103949830|107814211|118193588|31937895|127134374|104166557|112744102|211496976|185525458|206505733|92965646|49583947|201349714|187193219|123067081|196112382|69553735|207659916|141394827|205586609|143607307|193932204|110728887|184798439|138371016|98124405|134917529|146183123|188061131|165099666|205796742|103121903|127772850|180125993|69607292|14495168|47523351|213083215|193539194|192540136|134352567|93678937|140746962|121872471|31573645|184056558|160402083|188023154|91404814|123256896|157568797|127143627|56219634|23197176|183982727|63935389|78139144|72226566|137241360|48387409|141756832|146640765|158011027|160803139|154710666|61152487|51645944|135608231|192600398|128097464|96891096|193305930|192584074|125027476|87500570|118334892|220067734|195536618|181135805|65309466|94463857|200770221|145494473|99607808|44679522|205950820|181125289|172208200|57003715|198488317|64372691|148380025|13803556|77866428|171258601|185309314|118983190|118190345
77760175	39736	77537410	150912740|170505605|93050942|201830970|213870927|118028571|87528352|172320706|146535024|153218711|156936222|210680590|61878496|90709035|46869588|202198272|117763948|101650147|185332981|213220439|203819717|218758220|98072162|169096901|189266751|149398386|217112778|216359626|153516744|53750120|47486660|116265597|111789619|207767086|113903745|201849006|146643104|113428982|164694595|87212800|172079482|171795127|202211761|197775626|195460606|164118239|160921475|148999247|98734376|65898594|102649387|105337403|112425250|145704114|127134385|163303258|167299522|76145368|219341439|40489560|83213935|61949777|152802945|147988615|115772466|140956047|29478545|68677770|209949828|193711938|159240010|114165011|59172988|3579964|16185115|210506962|58287411|96859838|112389104|91553799|65674740|89431433|213557631|134157591|127964614|70445084|68384941|55005532|37496859|184044769|202896215|142455293|153576736|69447393|147545269|81325579|151942479|91265336|208953923
194006860	205	166713655	169265882|93175707|177434021|154089251|89707454|152289694|194897092|179084261|152550645|186063792|215433849|80583777|142594030|158429294|196804965|163759772|185422409|96299199|111980607|164732749|96859838|152682970|155323593|213197426|76085077|189380448|211391664|124354485|74546541|200724502|126005338|100263523|91652276|128715678|136154003|218627123|151933415|49524921|152810212|136470042|143865098|205749897|124313270|52898126|188219018|189627227|191831542|101227466|75233287|172721758|165593423|149348532|171881352|21236498|131677823|185199956|153805867|166982538|135561646|70358645|219734143|220526300|210967795|129259023|81537561|79395740|201202070|154936932|162444688|142445078|137289895|134979905|156964717|59319158|125630165|186197634|65626929|107759136|153978661|105442254|181586684|86040079|68382867|81695147|162912258|107223623|41959955|34501667|131568369|23879649|92727204|65281834|179777117|74264355|151387675|80238524|164623805|189370150|161401631
208125278	13559	208001482	215888680|129523174|147850245|114133680|180505796|149507500|157726574|117040269|209392863|221042871|209703051|101538988|122993672|167010663|124471299|176671894|204784303|183075394|126538317|203393383|138267918|206301593|96312336|191156140|188145950|18526915|162033082|149487810|37281845|78411900|82025093|122546265|73906990|193576433|164500173|91760736|144873776|145621480|98124660|113979630|87225450|172295493|88990814|126714897|161294758|194934614|147243134|123638285|106292215|158392852|173201426|111722593|133483482|64337956|70296452|162881660|97863445|45106009|152295950|52896123|192328650|102177526|44328373|157402447|167383969|153219871|113499582|34095060|211496032|196647139|178356500|104614709|216066548|140030036|88159084|191023124|43131051|187489440|130000678|129804286|209912581|73409597|115763926|213367483|159111899|63060505|102105226|81049652|170253072|134531508|127251735|37270847|150880962|68353673|169706287|191513807|148415099|192634492|162260463
